,track_id,track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,1x0NfY1A4q8eKN3k4X8sfE,Under You,Foo Fighters,0.263,0.977,9,-2.913,1,0.0857,5.16e-06,0.0,0.148,0.305,149.982,219400
1,2fFdjMCVUnIBU1jiKLBIKH,Worth Dying For,Rise Against,0.212,0.986,1,-3.788,0,0.226,0.000129,2.62e-05,0.343,0.357,172.295,200000
2,0Y0fjDVP3AdvODBG0jOIht,A la Madrugada,Simon Grossmann,0.668,0.845,6,-5.484,0,0.045,0.196,0.0,0.349,0.965,164.032,261403
3,43hSlJcM3EZeocev7yCNKX,Pa Poderte Ver,Maréh,0.786,0.44,8,-9.584,0,0.132,0.516,0.0,0.129,0.633,125.038,166207
4,6ieBQJtGAvfimYm5z8MUDS,Mala,La Garfield,0.621,0.616,3,-5.989,0,0.0429,0.342,0.0,0.0935,0.268,85.99,211155
5,7iHmagsuR8zT8BceixKZjs,Semilla,Simon Grossmann,0.775,0.689,6,-5.966,0,0.154,0.364,0.0,0.109,0.909,153.961,245104
6,4njR1yFmT033ZuapS3kzUI,Justo y Necesario,Simon Grossmann,0.654,0.497,0,-8.029,1,0.0657,0.386,0.0,0.149,0.371,118.924,359976
7,1jAhMh9XERshT2aGIN9aC5,Mujer Eléctrica,Simon Grossmann,0.763,0.403,10,-9.329,1,0.0509,0.76,0.0,0.0743,0.25,109.961,211449
8,6SfkPzqzG62lkvkyKJGUKY,Café Con Leche,Simon Grossmann,0.867,0.271,11,-12.298,0,0.147,0.738,0.000234,0.12,0.739,61.011,113639
9,0sg2tsm1SRoCFbTCdRoJL8,Cien Años,Paté de Fuá,0.804,0.631,5,-8.094,1,0.0371,0.162,3.85e-05,0.22,0.919,94.977,205794
10,6Bm6qUCSatPAqkQllFL7oA,Unwell,Matchbox Twenty,0.256,0.788,6,-5.263,0,0.0403,0.0298,0.0,0.707,0.429,80.718,228707
11,26IzTKdAxYUblJkNTg26XG,Traigo el Bongó,La Pambelé,0.679,0.611,1,-10.222,1,0.0509,0.597,0.406,0.148,0.821,117.493,308320
12,7mHFWWfVlhqGjeIQ5qt9i2,Perderme Contigo,Bacilos,0.717,0.881,0,-3.21,1,0.0538,0.23,0.0,0.135,0.685,103.996,246388
13,2mlccfOj0SdzAoOQRca7vn,Algo Sencillito,Marta Santos,0.75,0.666,11,-6.553,0,0.136,0.436,0.0,0.0947,0.645,93.043,177339
14,7wDe4kdynBEvHQE1EhHJvW,Parte de Mi,Simon Grossmann,0.642,0.331,7,-13.649,1,0.4,0.77,0.0,0.121,0.68,87.432,175402
15,1udeZVMClO0LEIgwgnueOx,plan,Alex Ponce,0.748,0.554,8,-9.318,0,0.0349,0.299,0.0,0.115,0.535,130.031,199385
16,4sM3pdakHiLDk9ZsZgUJhw,Ven Que Te Quiero Ver,Alex Ferreira,0.79,0.425,9,-11.076,1,0.244,0.486,0.0,0.0913,0.438,92.988,184427
17,0r0lxvWMhnjAnmiNEpbUE5,No me rayes,Paul Alone,0.557,0.725,11,-6.836,0,0.0963,0.0369,0.0,0.322,0.626,98.141,205253
18,20RGQHWvqyyacpuxMBeLsZ,La Historia,El Taiger,0.909,0.636,10,-6.659,1,0.191,0.279,0.00068,0.0779,0.554,100.01,237900
19,0xMR5hNDMuCAlpAfHc3iwD,Egoísta,Sebastián Cortés,0.721,0.411,6,-12.05,1,0.0389,0.141,0.00187,0.122,0.41,141.048,199149
20,0I1mau5VjFZGDmLCpMfTyP,Solos (feat. Plan B),Tony Dize,0.73,0.652,9,-7.284,0,0.125,0.507,0.0,0.371,0.958,83.974,189653
21,6jrPDxHjE2qOKbvFj9u4YX,Vacances,L'Impératrice,0.708,0.489,3,-12.283,0,0.0476,0.334,0.533,0.625,0.942,155.995,261493
22,3jgnK3xfhSf0bev5VhgdZQ,Mexicaleño Swing,Armando Palomas,0.78,0.749,4,-12.423,0,0.0504,0.362,0.0,0.0338,0.986,160.013,252695
23,1wPwN9thOsYSVSAonW1W6i,Mozo,Luz Pinos,0.808,0.487,10,-7.4,1,0.0429,0.754,7.55e-05,0.0587,0.91,87.516,229785
24,7gYMIsW4JKrUIuuBwWgAdQ,El Aguacate,Luz Pinos,0.619,0.191,7,-12.723,0,0.0394,0.902,0.00101,0.109,0.318,79.972,274663
25,47GsUibP7RiUL7SQ7YFfhu,Hold On,SBTRKT,0.768,0.393,0,-11.737,1,0.04,0.226,0.361,0.0923,0.443,131.989,206600
26,2rFAwfDZW5bjcwaxw1qTKX,DAYS GO BY,SBTRKT,0.365,0.55,2,-10.616,1,0.0585,0.00407,0.297,0.774,0.0398,110.682,271757
27,0fiTN2N5HEIefAHtm00vYG,Wildfire,SBTRKT,0.841,0.481,0,-7.188,0,0.387,0.0308,0.000515,0.0896,0.341,139.574,201000
28,5exsngywf8qMS6f00gKVWY,Esa Estrella Era Mi Lujo,Patricio Rey y sus Redonditos de Ricota,0.518,0.806,9,-6.57,0,0.0291,0.00683,0.00462,0.065,0.662,129.465,176173
29,5bDXe2wsNqx4ZOPhudNdWu,Llanto De Cocodrilo,Ray Barretto,0.682,0.724,7,-4.115,0,0.109,0.658,5.55e-05,0.165,0.937,107.067,234960
30,6vZHfWbbIrhZdp84og9hCx,Vengo Venenoso,Issac Delgado,0.733,0.839,5,-4.531,0,0.0442,0.194,4.38e-06,0.189,0.942,103.021,271400
31,77xxECUnbUWI9Msge5t2Y8,Mujer Divina,Joe Cuba Sextet,0.744,0.443,0,-8.578,1,0.0425,0.78,0.00012,0.0663,0.747,103.871,279720
32,5QoPR8k0JxwBHJgHmE6gYR,La Malanga Brava,Joe Cuba Sextet,0.567,0.916,0,-5.949,1,0.0906,0.829,0.000236,0.5,0.869,122.817,223387
33,7eeRhz7BqYDVs0rkEkGkfH,Trompeta Y Trombón,Ray Barretto,0.642,0.73,5,-5.685,1,0.0545,0.639,0.102,0.0825,0.933,103.901,369560
34,6kWG4fIWsx6Qf4b0kgRMXM,No No No,Boogaloo Assassins,0.812,0.869,4,-5.45,0,0.0764,0.718,0.00673,0.0859,0.76,102.141,327360
35,0kvz9C3SSq5S2j0rJdwVMv,Bilongo,Fania All Stars,0.552,0.812,4,-3.747,0,0.0607,0.7,9.32e-05,0.155,0.913,95.998,346960
36,2SFQr3uJF8wD7iLqGVaLNi,Brooklyn Boogaloo,Spanglish Fly,0.81,0.693,0,-4.584,0,0.0362,0.569,9.32e-05,0.268,0.936,132.006,389312
37,4DkK1PenbmoVjSEFMurUFp,La Pelota,Ray Barretto,0.562,0.471,8,-14.053,1,0.0743,0.577,0.00738,0.0452,0.929,126.795,258627
38,3O0M8pFneR80t9aslGwqHx,Sandunguera,Los Van Van,0.772,0.8,4,-5.284,0,0.0365,0.734,0.000538,0.234,0.968,91.477,309342
39,5xdBR5VSQrqcFd2w9iFIWK,La Pollera Colorá,Sonora Ponceña,0.735,0.64,5,-7.392,1,0.0356,0.344,0.384,0.12,0.935,98.994,238440
40,3ZmIxCahvjC07OaxCIoCsM,Azuquita Pa'l Cafe,El Gran Combo De Puerto Rico,0.672,0.6,9,-7.733,0,0.0435,0.606,6.2e-06,0.0537,0.961,178.034,249373
41,0Y7luI0e7RPwFUw81prm0y,Bilongo,Eddie Palmieri,0.519,0.631,7,-8.916,1,0.0437,0.545,0.00146,0.0604,0.922,189.129,343773
42,0csOE3awgYPfaqN5BWFbPg,La Divine,Habana con kola,0.789,0.683,4,-6.185,0,0.0563,0.69,0.0,0.109,0.944,86.012,239000
43,7KKd6mLczxaz1Jjnu6ZLBh,A Veces,Diamante Eléctrico,0.895,0.542,11,-7.885,0,0.0425,0.604,0.000765,0.116,0.81,110.048,165676
44,2LyNql7yzPQ8cW4tpWFzVK,Llévame en un Beso,Paté de Fuá,0.598,0.323,11,-10.238,0,0.269,0.388,0.00104,0.125,0.86,200.378,303532
45,3u2jlo9kygiIAq7SPVuw6S,Dile a Tu Amiga,Dalmata,0.794,0.576,2,-12.111,1,0.0591,0.225,0.00381,0.0854,0.914,94.993,214121
46,4h3D1Fc0Uz57v03pfzepId,Óyeme Nena,Los Amigos Invisibles,0.712,0.752,11,-6.177,0,0.0492,0.425,1.66e-05,0.0876,0.788,102.016,266067
47,4P1TebwKnny3sDFsdieibP,ファイヴ・スポット・アフター・ダーク,Curtis Fuller Quintet,0.449,0.114,11,-20.182,0,0.0455,0.932,0.346,0.0883,0.636,171.002,320493
48,124SAS5pcGyHcyF2SmGwEg,Molino Moreno,Snarky Puppy,0.654,0.581,4,-11.677,0,0.0804,0.119,0.0173,0.662,0.815,113.108,330131
49,08n36bdelgkTr2Xkg1O6pX,Tio Macaco,Snarky Puppy,0.518,0.895,10,-7.694,0,0.0744,0.0774,0.748,0.682,0.69,96.373,343453
50,0aWMVrwxPNYkKmFthzmpRi,Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,337733
51,77AzAvK1ztYLDrHPt8Lv0f,Bachata Rosa,Natalie Cole,0.658,0.414,9,-8.522,1,0.0311,0.79,2.64e-06,0.199,0.51,111.904,242200
52,7M2vQRhYz5lqlE6kf2j9kJ,La Reina Del Swing,La-33,0.776,0.525,0,-9.315,1,0.0325,0.795,3.84e-05,0.093,0.891,126.549,276027
53,3ouNYFFQeYMJXjqGK0S1hM,Sonido Bestial,Richie Ray & Bobby Cruz,0.542,0.692,10,-10.681,0,0.0768,0.116,0.0261,0.62,0.248,108.336,598853
54,3FCN9xduajof2MGIJbWdGe,Ran Kan Kan,Tito Puente,0.714,0.941,2,-6.177,1,0.0422,0.864,0.817,0.0944,0.773,102.102,190417
55,2EM9zpAc7PVeoAydmbfVIL,La Camisa Negra,Juanes,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,216707
56,2Hej26B36YlkZ97Xw4xW3M,La Fuerza del Amor,Doctor Krápula,0.585,0.855,1,-6.509,0,0.0924,0.0358,0.0,0.125,0.903,165.086,216689
57,6Vs3qEiLCzmBn40AcAdmz2,Bleu Citron,Dorado Schmitt,0.745,0.576,9,-7.46,0,0.0787,0.799,0.711,0.0559,0.711,119.606,151853
58,3eBkq0Q62N2CXuJzoC0ZyE,El Watusi,Ray Barretto,0.506,0.531,11,-10.388,0,0.106,0.88,3.8e-06,0.0646,0.721,85.277,159133
59,4g2jNf6gHvNFzx5kDe2yQv,Calle Luna Calle Sol,Willie Colón,0.475,0.876,5,-5.455,0,0.063,0.528,0.0,0.242,0.815,179.574,225000
60,3nmjnQZPRjkQGZ86Z3ErG4,El Jamaiquino,Machito,0.766,0.713,0,-6.861,0,0.0411,0.408,2.75e-05,0.409,0.918,118.22,413240
61,6Zsm8QFqZ4jQhrVnTkzTqA,El Raton,Cheo Feliciano,0.535,0.341,9,-15.754,0,0.0378,0.855,8.26e-05,0.104,0.483,94.767,230573
62,6GzM5o5MZwiDhNHVYsuZr9,Ou Pas Bel,Orchestre Esperanza Et Jean Leroy,0.767,0.768,1,-4.78,1,0.0447,0.786,0.095,0.0998,0.786,100.777,143867
63,2nwZM9xPnqYCq21bizt772,Oh Yeah,Joe Cuba,0.586,0.686,5,-7.158,1,0.201,0.853,1.8e-05,0.276,0.762,143.777,194173
64,5KCgbNqVp6WB8Wq9ldxtyd,Bang! Bang!,Joe Cuba,0.611,0.904,3,-4.246,1,0.0892,0.794,3.55e-05,0.711,0.691,127.155,246573
65,3x2nWCAqpyAtgU7ccU0W1d,Midnight,Caravan Palace,0.585,0.839,6,-6.778,1,0.0468,0.449,0.417,0.356,0.485,95.009,205826
66,3CcjCNnZjIjnuHarx32PVE,Leena,Caravan Palace,0.725,0.619,10,-6.498,0,0.0624,0.829,0.0816,0.105,0.664,80.005,225120
67,2R2j9X1YjUmirjO2VMNiEJ,Aftermath,Caravan Palace,0.614,0.663,8,-7.105,1,0.0406,0.23,0.00328,0.297,0.403,140.015,185870
68,3nBGFgfRQ8ujSmu5cGlZIU,Playing God,Polyphia,0.601,0.789,4,-6.822,0,0.0328,0.0395,0.812,0.114,0.315,137.06,205926
69,46AqogC1jSpTJkXJnNc7Yz,Someone In The Crowd,Emma Stone,0.611,0.545,0,-9.043,0,0.206,0.106,1.31e-05,0.114,0.229,127.975,259377
70,3auegbHlex889iJcOR3b92,Audition (The Fools Who Dream),Emma Stone,0.327,0.128,2,-12.569,0,0.0596,0.742,0.0,0.298,0.346,78.912,252340
71,62Q6bnB2PzTFLqfpq2DYrB,Epilogue,Justin Hurwitz,0.407,0.276,7,-11.606,1,0.0426,0.668,0.817,0.519,0.116,127.841,460841
72,4vO9dmzNRqDhFY3jD1a3P7,Mississippi Queen,Mountain,0.581,0.624,9,-8.346,1,0.0777,0.0987,0.0,0.0411,0.637,139.714,151293
73,1xsYj84j7hUDDnTTerGWlH,Dream On,Aerosmith,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,267597
74,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,232107
75,1gJVkWwEft2vwJTWhzgagx,Vida de Mis Vidas,Santiago Cruz,0.758,0.618,2,-7.736,1,0.0345,0.737,3.25e-06,0.179,0.826,124.984,210545
76,5b2XzjVplTXsJLBLaxx0Np,Exigimos,Doctor Krápula,0.59,0.961,4,-2.723,0,0.13,0.00553,0.0,0.315,0.71,167.993,199105
77,0oakHTPj4SF7Si0NAsLwi8,Las flores,Café Tacvba,0.615,0.928,10,-4.218,1,0.0412,0.186,4.4e-06,0.147,0.962,156.926,135133
78,4VP8QiCeaZq8BeTIUrMQOG,No You Girls,Franz Ferdinand,0.677,0.916,2,-4.102,0,0.0296,0.0086,7.68e-05,0.0967,0.878,104.78,223787
79,06Qha323s06okpZ4LmMX7P,Love Illumination,Franz Ferdinand,0.53,0.864,4,-3.323,0,0.0557,0.0978,3.12e-06,0.153,0.85,153.314,222282
80,2ExpCKBxiHbgzepERl1t4D,Cuando Pase el Temblor,Soda Stereo,0.643,0.539,0,-10.142,1,0.0386,0.123,0.000155,0.0542,0.758,94.092,228853
81,0Ma8jxBydn8zvAvUvUW85M,Buscando el Amor,Doctor Krápula,0.796,0.775,5,-5.033,0,0.0284,0.0634,2.38e-05,0.139,0.838,132.011,212898
82,04ro70w4y43l6TjjJZhTt9,Mira Qué Buena Que Estás,Los Elefantes,0.835,0.501,0,-7.844,1,0.0548,0.657,1.1e-06,0.113,0.649,124.041,312347
83,63yQrKd9j7GRtBQRnohJu1,En el Mar,Oh'laville,0.588,0.848,6,-4.854,1,0.0317,0.0337,0.000542,0.153,0.78,123.016,224689
84,3rsVX2Pd8UkjqF2MAZqeif,La Quiero A Morir,DLG,0.725,0.889,4,-3.257,1,0.0471,0.294,0.00311,0.252,0.924,99.672,302320
85,6JvWFRhirqkfbotNl1Hlys,"Qué bueno, qué bueno (feat. Jorge Drexler)",Jarabe De Palo,0.792,0.44,9,-13.582,1,0.174,0.0114,0.0536,0.0788,0.95,90.043,253133
86,06ZRGAA5wD86EOhKWkPZ9h,Amor Fingido,Puerto Candelaria,0.816,0.674,2,-9.899,0,0.0365,0.122,6.04e-05,0.283,0.884,101.979,246263
87,0hKJCsS3XUVEECfslnauKv,Tu Amor No Vale un Bolero,Pilar Cabrera,0.641,0.368,9,-8.963,1,0.0509,0.767,0.0,0.389,0.745,103.692,206711
88,2wSM3AcPFOTz9OE4eb3AJ2,Despedida,Juan Pablo Vega,0.648,0.466,6,-8.059,0,0.0299,0.684,0.0,0.117,0.489,111.068,286213
89,0R1P6xtRxAQRS0UMo4wkgg,Estalactitas,Jorge Drexler,0.772,0.63,0,-8.885,1,0.0335,0.797,0.0646,0.0821,0.909,136.019,261067
90,2Ae1gF5FPNlCZ4zATObW1e,Cuando Te Tengo Cerca,Juan Pablo Vega,0.407,0.53,9,-6.947,1,0.0709,0.543,7.05e-06,0.0987,0.664,76.457,281160
91,0wdfNgPoCpqORIhZHx9ZYq,La Que Me Gusta - Versión Acústica,Los Amigos Invisibles,0.477,0.735,7,-8.682,1,0.0451,0.159,0.0,0.727,0.503,162.813,318960
92,7Li9u5C7CNLvqOqhrhZEML,Dulcito e Coco,Vicente Garcia,0.788,0.434,5,-7.815,0,0.0302,0.83,3.62e-06,0.0999,0.585,93.003,189067
93,3pKn97rC6hpgBsHsH4UM4L,Te Invito,Herencia de Timbiqui,0.496,0.56,7,-10.421,0,0.0633,0.711,3.98e-05,0.169,0.746,155.473,293546
94,6HNsJQihjxODgGWQafAJau,Bonita,Cabas,0.716,0.552,9,-8.316,1,0.0347,0.4,0.0,0.232,0.785,108.045,237336
95,16kftB6i7iPLbTuAzKUgfR,No Millonario,El Caribefunk,0.68,0.561,4,-8.435,1,0.0601,0.616,3.09e-06,0.177,0.646,92.055,259557
96,2C1OrpgFso884bmqxbgPk7,6:00 a.m.,Santiago Cruz,0.808,0.578,2,-6.472,1,0.032,0.794,3.19e-05,0.168,0.623,96.038,250307
97,0vkcyC4KUteZGNYAzTLSv0,Día Tras Día,Andrés Cepeda,0.475,0.829,4,-4.249,0,0.0877,0.0358,0.0,0.294,0.657,172.029,245682
98,139RWUxkt0Aomum8o364jS,La Tienda de Sombreros,Monsieur Periné,0.704,0.538,0,-14.6,1,0.0547,0.663,0.00355,0.0751,0.729,103.036,165187
99,5cfyheAkmqThtjovwfQnD4,Pasos de gigantes,Bacilos,0.705,0.666,11,-5.338,1,0.132,0.288,0.0,0.0804,0.944,171.503,235893
100,1izKsvswPjXlWJSpyucL59,El Diablo,Sanalejo,0.682,0.775,4,-5.367,0,0.0805,0.0998,1.93e-06,0.15,0.728,145.022,185240
101,0qKX14YZHptDWiEN0CgxGz,Zenith,Kavinsky,0.403,0.646,0,-8.19,0,0.0372,0.443,0.000557,0.131,0.418,93.981,281107
102,3G9DXOdZHws7eFslJrJvKY,Pharaohs,SBTRKT,0.794,0.578,5,-8.507,0,0.0571,0.00972,0.748,0.115,0.636,127.013,218147
103,60APt5N2NRaKWf5xzJdzyC,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,0.784,0.728,0,-4.549,0,0.0539,0.34,0.0,0.222,0.713,110.165,229160
104,60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",Pharrell Williams,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720
105,04caEZhAsQKnWqKsMwk9ud,My Number,Foals,0.639,0.715,6,-8.954,0,0.0392,0.0243,0.000552,0.619,0.813,128.072,238853
106,42TrdbXsmLybxUGJczYbrJ,Classic (feat. POWERS),The Knocks,0.631,0.94,2,-3.52,1,0.049,0.00464,0.000805,0.324,0.552,101.961,248507
107,2ocfI4Juz5nXelHNUZAHmD,You Should Know,Breakbot,0.823,0.642,0,-6.373,1,0.0375,0.145,1.01e-06,0.227,0.318,123.029,242187
108,0LxeKwg9t7HOnyfv4bTALT,Suck It and See,Arctic Monkeys,0.339,0.932,4,-5.017,1,0.057,0.00105,0.114,0.255,0.586,128.291,225987
109,67wcAJeaNwGm0fcB4HzzYm,Everything Goes My Way,Metronomy,0.864,0.558,2,-8.196,0,0.0399,0.102,0.00105,0.178,0.544,129.969,210080
110,5bsnLiT00hG37qd8p2jdVl,Cornerstone,Arctic Monkeys,0.287,0.721,9,-5.81,1,0.0387,0.00764,0.0,0.328,0.763,169.252,197973
111,236RkCUAucOj7QXfeVWOfA,La Mujer Que Bota Fuego,Manuel Medrano,0.695,0.377,2,-9.65,1,0.121,0.798,6.45e-06,0.123,0.465,169.884,248688
112,6ZVmxaRs1pGFjDApQO2jEZ,Caramelo,Vicente Garcia,0.666,0.499,0,-7.811,1,0.0487,0.183,5.09e-06,0.334,0.699,120.06,308653
113,7mPgkn14P7Ts2hB62XmgtT,Viviré para Ti (feat. Natalia Lafourcade) - Versión Acústica,Los Amigos Invisibles,0.451,0.881,6,-7.737,0,0.103,0.635,1.73e-05,0.955,0.605,105.937,236480
114,4hi9OTFKomNUlAIhp1fmap,Bailar Contigo,Monsieur Periné,0.795,0.623,1,-7.592,0,0.0479,0.738,0.000856,0.141,0.681,101.011,218773
115,4MyRn8BZCIZucQ3uYUmida,Paraíso,La Garfield,0.66,0.611,1,-7.311,0,0.0724,0.337,1.24e-06,0.0725,0.397,80.596,212000
116,1kOzw10XqOtFA7Qar4Bjpu,Véngase I,Rawayana,0.769,0.592,7,-7.259,1,0.0437,0.0499,3.67e-05,0.108,0.808,129.899,262772
117,5KQVSvivJ89ZFAPdsLLtyq,High (feat. Apache),Rawayana,0.798,0.791,10,-7.05,0,0.0601,0.134,0.0,0.109,0.82,104.044,288388
118,1QgfZsvA8tpsMVs1EylzYU,La chica de Ipanema,Jarabe De Palo,0.779,0.613,9,-7.24,1,0.0673,0.533,8.94e-05,0.118,0.812,152.066,251480
119,2ZSh2anXpuTLC6utOkavyb,La Violencia,Agarrate Catalina,0.781,0.605,6,-9.616,0,0.0957,0.207,0.0,0.09,0.764,95.031,190120
120,0WwfofENuohHp0Jgbmu3fS,Obertura Maromera,Pasatono,0.418,0.671,0,-3.075,0,0.0455,0.118,2.22e-06,0.118,0.748,114.727,397640
121,4FbLQeGWGtswGqYRLZtt6M,Tamborito,Nelda Piña y sus Tambores,0.854,0.594,1,-7.719,1,0.228,0.287,0.0,0.0461,0.935,133.319,150016
122,7oDLFBkpSB3R411eXiFJhH,El Ruso,Daymé Arocena,0.709,0.357,1,-9.924,1,0.058,0.576,0.0559,0.124,0.584,169.939,284181
123,4zdii6OO72wPnS8psV6sJj,Negro Mirar,Alé Kumá,0.678,0.478,11,-8.632,0,0.0772,0.762,0.00238,0.084,0.913,95.819,175400
124,7DVfPSqKZwAvODWtkQqvcL,El Pescador,Totó La Momposina,0.488,0.717,10,-9.123,0,0.114,0.772,0.0,0.685,0.823,170.765,247307
125,54IDBrmWiXVq1WeJNhy1Vi,Curura,Totó La Momposina,0.505,0.783,0,-8.523,0,0.0812,0.72,0.000286,0.172,0.853,99.592,322160
126,4sgTgQBCqgN50YvUlT3oKx,Los Sabores del Porro,Totó La Momposina,0.631,0.565,8,-13.154,1,0.0495,0.681,0.00109,0.113,0.889,92.082,262067
127,6e02pDi21TH63YBn39VqA4,Senderito De Amor,Puerto Candelaria,0.83,0.548,2,-8.266,0,0.074,0.462,0.000302,0.0617,0.965,160.031,223847
128,1Nkq4Ks8Q3aXlmxD3iLx9v,El Día Que Me Quieras (Remasterizado 2022),Carlos Gardel,0.381,0.23,0,-12.03,0,0.0414,0.963,0.00598,0.111,0.413,113.411,201933
129,0cWrotZwqQAUrYpEeliVuR,La Comparsa,Chucho Valdés,0.491,0.658,1,-9.693,1,0.0516,0.383,0.772,0.111,0.655,105.56,416933
130,3ciDewwDbazjc7UnDtY4nA,La Flor De La Canela,Chabuca Granda,0.58,0.479,9,-10.901,0,0.0558,0.821,4.78e-06,0.1,0.598,154.019,201493
131,4NLWlxYCPrw2PhfJvfxRWI,Mandinga,Ruben Gonzalez,0.584,0.473,7,-11.248,1,0.037,0.693,0.659,0.109,0.708,91.503,507067
132,3c7m2Kzg1q9iKa4yhKbuea,Lágrimas Negras,Bebo Valdés,0.435,0.268,2,-12.552,0,0.0506,0.962,0.873,0.168,0.748,87.76,224173
133,4UOt0ObZ4Oqi7LSU1Gzzkq,Por Una Cabeza,Carlos Gardel,0.373,0.264,8,-7.393,0,0.0571,0.969,0.00869,0.296,0.435,63.924,153120
134,3253prbfEMwMJUKxKvlSBI,He perdido contigo,Omara Portuondo,0.694,0.253,5,-13.613,0,0.0359,0.925,0.0213,0.149,0.775,126.63,227400
135,0mAS4AbtK9KHE9QJQbPuZN,Lágrimas Negras (feat. Omara Portuondo),Buena Vista Social Club,0.546,0.544,0,-8.708,0,0.0413,0.722,0.0,0.0807,0.856,82.558,244917
136,3mNKgwNiyOkGPWCo3jV1Ap,¿Dónde estabas tú?,Omara Portuondo,0.732,0.314,0,-11.633,0,0.0532,0.727,0.00528,0.268,0.636,116.968,223133
137,6QTsakwuxHCS58zrmWVQ8M,Aquellos Ojos Verdes,Ibrahim Ferrer,0.355,0.258,2,-12.952,1,0.0294,0.846,0.003,0.155,0.27,82.183,294293
138,1Koxb4StDE2K7XsuDunx76,Algo Musical,Ñejo & Dalmata,0.881,0.639,1,-6.682,1,0.101,0.0708,3.33e-06,0.0547,0.706,107.013,234907
139,3NgDulHteTVdF026IxY5bW,RX,Don Omar,0.7,0.869,11,-4.452,0,0.284,0.109,0.0,0.13,0.907,180.124,225013
140,79zvVrn65ksbiGQxrtV4I5,Guaya Guaya,Don Omar,0.788,0.873,7,-2.322,1,0.117,0.00607,0.00052,0.0908,0.703,91.981,193613
141,4eDjNcAyIuJFhQ31Fvvoc1,"Sexo, Sudor y Calor",J Alvarez,0.743,0.891,0,-4.696,1,0.0461,0.192,0.0,0.0859,0.962,167.946,250227
142,69Ej1xrGjOcHvIMtMKxK0G,Dile,Don Omar,0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001,204600
143,4f49sFQko7jHLEFd3tCf5p,Ojitos Chiquitos,Don Omar,0.801,0.839,1,-3.267,0,0.24,0.0206,7.65e-05,0.0946,0.792,170.011,229027
144,0X5jHsNHshuHNfAWs1sxQ5,Permitame,Tony Dize,0.629,0.668,8,-6.974,1,0.15,0.0287,0.0,0.159,0.904,214.025,185013
145,1MfqPCs3Y722VK6zkWZ98Z,Pasarela,Ñejo & Dalmata,0.798,0.821,7,-6.143,1,0.0596,0.0985,5.84e-06,0.178,0.525,95.004,227467
146,0TazdL56lgpXQpDG3xwSH5,Puttin On The Ritz,Matthieu Boré,0.725,0.518,5,-8.243,0,0.108,0.348,0.0046,0.0675,0.852,101.263,160827
147,55hXCVQcgZS1B1JdZ7MSg4,Americano,Trio Manouche,0.779,0.509,4,-5.33,0,0.0565,0.598,0.0,0.631,0.931,95.083,219787
148,0d9ZT3gZtuH4Sj18GkJMUE,Baião De Quatro Toques,Andrea Motis,0.584,0.641,7,-6.284,0,0.195,0.644,1.89e-05,0.124,0.874,117.578,254067
149,2iHMlhebiSk5TXx9F6QPKl,Je ne veux pas travailler,Sole Gimenez,0.665,0.503,7,-6.985,1,0.0836,0.701,1.08e-05,0.0793,0.468,129.76,200707
150,4pTkNRzM52MMrxhxNu7Z8H,Dans mon Paris - Version swing manouche,Zaz,0.541,0.578,8,-5.967,1,0.205,0.651,0.0,0.342,0.628,199.881,197973
151,7rL602DQps4QmrrjbinLzP,Afterlife,Arcade Fire,0.64,0.868,11,-5.527,1,0.0341,0.0986,0.0454,0.242,0.798,115.968,353086
152,4faOsdm3wPyhqSgkM9jZ9D,Dos Gardenias,Daniel Santos,0.768,0.304,5,-7.898,0,0.0447,0.916,0.0898,0.501,0.948,116.054,183182
153,1nVCAvTvxAZ7oPh0eWEv83,Meurte Del Angel,Astor Piazzolla,0.444,0.589,9,-13.875,0,0.562,0.724,0.276,0.945,0.574,154.234,199240
154,0Hz9bVStKTLqjRxsAujWKL,La Hora,Monsieur Periné,0.455,0.382,1,-8.524,1,0.0431,0.897,2.93e-06,0.126,0.559,165.189,199028
155,1Wl531T4EVU5ZqMPy82Rpj,Maldición Va a Ser un Día Hermoso,Patricio Rey y sus Redonditos de Ricota,0.416,0.981,4,-5.686,1,0.1,0.2,4.79e-06,0.577,0.534,142.212,147760
156,0Vr9BML5k8dGhuQF1hMp2l,La Pea,Monsieur Periné,0.621,0.863,10,-3.071,0,0.197,0.532,0.0,0.131,0.576,175.429,155268
